nohup: ignoring input
2025-12-23 13:25:17,984 [INFO] Epoch 0 | Φ: 0.8826 | FE: 0.0410
2025-12-23 13:25:29,650 [INFO] Epoch 10 | Φ: 0.8554 | FE: 0.0321
2025-12-23 13:25:40,307 [INFO] Epoch 20 | Φ: 0.8656 | FE: 0.0381
2025-12-23 13:25:51,175 [INFO] Epoch 30 | Φ: 0.8488 | FE: 0.0403
2025-12-23 13:26:01,882 [INFO] Epoch 40 | Φ: 0.8684 | FE: 0.0334
2025-12-23 13:26:14,669 [INFO] Epoch 50 | Φ: 0.8621 | FE: 0.0269
2025-12-23 13:26:26,606 [INFO] Epoch 60 | Φ: 0.8585 | FE: 0.0386
2025-12-23 13:26:38,120 [INFO] Epoch 70 | Φ: 0.8835 | FE: 0.0305
2025-12-23 13:26:48,972 [INFO] Epoch 80 | Φ: 0.8433 | FE: 0.0453
2025-12-23 13:27:01,516 [INFO] Epoch 90 | Φ: 0.8422 | FE: 0.0466
2025-12-23 13:27:12,754 [INFO] Epoch 100 | Φ: 0.8745 | FE: 0.0342
2025-12-23 13:27:25,772 [INFO] Epoch 110 | Φ: 0.8714 | FE: 0.0333
2025-12-23 13:27:36,991 [INFO] Epoch 120 | Φ: 0.8824 | FE: 0.0296
2025-12-23 13:27:48,063 [INFO] Epoch 130 | Φ: 0.8712 | FE: 0.0360
2025-12-23 13:28:01,318 [INFO] Epoch 140 | Φ: 0.8660 | FE: 0.0386
2025-12-23 13:28:12,120 [INFO] Epoch 150 | Φ: 0.8496 | FE: 0.0372
2025-12-23 13:28:23,553 [INFO] Epoch 160 | Φ: 0.8836 | FE: 0.0373
2025-12-23 13:28:34,127 [INFO] Epoch 170 | Φ: 0.8679 | FE: 0.0385
2025-12-23 13:28:45,152 [INFO] Epoch 180 | Φ: 0.8754 | FE: 0.0273
2025-12-23 13:28:55,948 [INFO] Epoch 190 | Φ: 0.8627 | FE: 0.0357
2025-12-23 13:29:06,420 [INFO] Epoch 200 | Φ: 0.8824 | FE: 0.0289
